ZIP,latitude,longitude,city,state,county,population_2010,population_2020
02458,42.3528,-71.1875,Newton,MA,Middlesex,12131,12817
02459,42.3341,-71.1833,Newton Center,MA,Middlesex,19095,19017
02460,42.352,-71.2084,Newtonville,MA,Middlesex,8742,9204
02461,42.3168,-71.2084,Newton Highlands,MA,Middlesex,7059,7430
02462,42.3299,-71.2562,Newton Lower Falls,MA,Middlesex,1554,1569
02464,42.3129,-71.2195,Newton Upper Falls,MA,Middlesex,2953,3193
02465,42.3492,-71.2267,West Newton,MA,Middlesex,11710,12415
02466,42.3441,-71.248,Auburndale,MA,Middlesex,8096,8434
02467,42.3164,-71.1612,Chestnut Hill,MA,Middlesex,22491,22626
02468,42.3271,-71.2315,Waban,MA,Middlesex,5273,5713
02472,42.37,-71.1773,Watertown,MA,Middlesex,32014,35392
02474,42.4202,-71.1565,Arlington,MA,Middlesex,26312,28551
02476,42.4162,-71.1752,Arlington,MA,Middlesex,16532,17757
02478,42.3959,-71.1787,Belmont,MA,Middlesex,24664,27286
02481,42.3106,-71.2747,Wellesley Hills,MA,Norfolk,16244,17280
02482,42.2945,-71.2992,Wellesley,MA,Norfolk,10306,10710
02492,42.2798,-71.2501,Needham,MA,Norfolk,19931,21359
02493,42.3589,-71.3001,Weston,MA,Middlesex,11261,11851
02494,42.2945,-71.2328,Needham Heights,MA,Norfolk,8955,10732
02532,41.7455,-70.5905,Buzzards Bay,MA,Barnstable,12690,13411
02534,41.6694,-70.6234,Cataumet,MA,Barnstable,842,899
02535,41.3575,-70.7416,Chilmark,MA,Dukes,1177,1651
02536,41.5968,-70.5671,East Falmouth,MA,Barnstable,19583,19993
02537,41.7283,-70.44,East Sandwich,MA,Barnstable,6293,6178
02538,41.7682,-70.6532,East Wareham,MA,Plymouth,3603,4428
02539,41.3889,-70.5339,Edgartown,MA,Dukes,4067,5168
02540,41.5648,-70.6217,Falmouth,MA,Barnstable,8221,8450
02542,41.6531,-70.5537,Buzzards Bay,MA,Barnstable,1139,793
02543,41.5263,-70.6643,Woods Hole,MA,Barnstable,635,756
02553,41.7196,-70.612,Monument Beach,MA,Barnstable,226,164
02554,41.2725,-70.0932,Nantucket,MA,Nantucket,9852,13517
02556,41.6417,-70.623,North Falmouth,MA,Barnstable,3115,3338
02557,41.4543,-70.562,Oak Bluffs,MA,Dukes,4491,2372
02558,41.7476,-70.6582,Onset,MA,Plymouth,2156,2178
02559,41.6881,-70.6105,Pocasset,MA,Barnstable,3376,3388
02561,41.7703,-70.5337,Sagamore,MA,Barnstable,539,712
02562,41.7933,-70.5196,Sagamore Beach,MA,Barnstable,2977,3204
02563,41.7113,-70.4775,Sandwich,MA,Barnstable,10359,10070
02564,41.2639,-69.9626,Siasconset,MA,Nantucket,310,703
02568,41.45,-70.5937,Vineyard Haven,MA,Dukes,4000,8172
02571,41.7541,-70.7116,Wareham,MA,Plymouth,10481,10858
02575,41.4213,-70.6428,West Tisbury,MA,Dukes,2725,3167
02576,41.7796,-70.7642,West Wareham,MA,Plymouth,3754,3957
02584,41.2778,-70.046,Nantucket,MA,Nantucket,10,35
02601,41.6601,-70.2967,Hyannis,MA,Barnstable,14089,16487
02630,41.6983,-70.3001,Barnstable,MA,Barnstable,1850,1956
02631,41.7492,-70.0699,Brewster,MA,Barnstable,9679,10178
02632,41.6606,-70.3532,Centerville,MA,Barnstable,10742,11475
02633,41.6889,-69.9722,Chatham,MA,Barnstable,3884,4664
02635,41.6243,-70.4364,Cotuit,MA,Barnstable,3296,3632
02637,41.7014,-70.2772,Cummaquid,MA,Barnstable,253,267
02638,41.7322,-70.1911,Dennis,MA,Barnstable,3207,2968
02639,41.6649,-70.1327,Dennis Port,MA,Barnstable,2875,3238
02641,41.7426,-70.162,East Dennis,MA,Barnstable,532,332
02642,41.8408,-69.9849,Eastham,MA,Barnstable,4937,5752
02643,41.7843,-69.962,East Orleans,MA,Barnstable,26,13
02644,41.6827,-70.5143,Forestdale,MA,Barnstable,3955,3954
02645,41.7008,-70.0579,Harwich,MA,Barnstable,9663,10436
02646,41.6703,-70.0722,Harwich Port,MA,Barnstable,1676,1926
02647,41.635,-70.3063,Hyannis Port,MA,Barnstable,129,136
02648,41.6703,-70.4163,Marstons Mills,MA,Barnstable,7301,7325
02649,41.6181,-70.4854,Mashpee,MA,Barnstable,14006,15060
02650,41.703,-69.9666,North Chatham,MA,Barnstable,848,829
02652,42.0338,-70.0875,North Truro,MA,Barnstable,1175,1402
02653,41.7792,-69.9822,Orleans,MA,Barnstable,5911,6307
02655,41.63,-70.3837,Osterville,MA,Barnstable,3518,3591
02657,42.0534,-70.1865,Provincetown,MA,Barnstable,2942,3664
02659,41.6801,-70.0241,South Chatham,MA,Barnstable,1108,1100
02660,41.7097,-70.1585,South Dennis,MA,Barnstable,6261,6662
02663,41.9182,-69.9953,South Wellfleet,MA,Barnstable,173,257
02664,41.6739,-70.1949,South Yarmouth,MA,Barnstable,9371,9935
02666,41.9988,-70.0564,Truro,MA,Barnstable,828,1052
02667,41.9289,-70.0186,Wellfleet,MA,Barnstable,2580,3309
02668,41.7002,-70.372,West Barnstable,MA,Barnstable,3278,3222
02670,41.6626,-70.1681,West Dennis,MA,Barnstable,1307,1463
02671,41.6694,-70.1135,West Harwich,MA,Barnstable,1023,1216
02672,41.6356,-70.3233,West Hyannisport,MA,Barnstable,180,297
02673,41.6614,-70.2363,West Yarmouth,MA,Barnstable,8402,8892
02675,41.7051,-70.227,Yarmouth Port,MA,Barnstable,6577,6712
02702,41.7975,-71.0607,Assonet,MA,Bristol,4125,4267
02703,41.9296,-71.3009,Attleboro,MA,Bristol,43593,46389
02713,41.4218,-70.9313,Cuttyhunk,MA,Dukes,52,39
02715,41.8125,-71.1427,Dighton,MA,Bristol,3123,4036
02717,41.7635,-70.9677,East Freetown,MA,Bristol,4745,4951
02718,41.8736,-71.0192,East Taunton,MA,Bristol,6655,6882
02719,41.6409,-70.8896,Fairhaven,MA,Bristol,15873,15924
02720,41.7182,-71.14,Fall River,MA,Bristol,30287,31209
02721,41.6883,-71.1574,Fall River,MA,Bristol,26290,28075
02723,41.6926,-71.1332,Fall River,MA,Bristol,14767,16084
02724,41.685,-71.1748,Fall River,MA,Bristol,16908,18050
02725,41.7223,-71.178,Somerset,MA,Bristol,2631,2632
02726,41.756,-71.1492,Somerset,MA,Bristol,15534,15671
02738,41.7095,-70.7613,Marion,MA,Plymouth,4907,5347
02739,41.6618,-70.8164,Mattapoisett,MA,Plymouth,6045,6508
02740,41.6347,-70.9372,New Bedford,MA,Bristol,43087,45166
02743,41.6997,-70.9087,Acushnet,MA,Bristol,10307,10434
02744,41.6127,-70.9167,New Bedford,MA,Bristol,11900,13055
02745,41.6913,-70.9355,New Bedford,MA,Bristol,24576,25336
02746,41.66,-70.9324,New Bedford,MA,Bristol,15342,17355
02747,41.6338,-70.9958,North Dartmouth,MA,Bristol,22927,22326
02748,41.5665,-70.9843,South Dartmouth,MA,Bristol,11442,11888
02760,41.9775,-71.3298,North Attleboro,MA,Bristol,26739,28716
02762,42.0124,-71.3275,Plainville,MA,Norfolk,8264,9945
02763,41.9726,-71.3082,Attleboro Falls,MA,Bristol,1973,2118
02764,41.8529,-71.1485,North Dighton,MA,Bristol,3988,4081
02766,41.9718,-71.1894,Norton,MA,Bristol,19031,19202
02767,41.9324,-71.0469,Raynham,MA,Bristol,13566,15376
02769,41.8515,-71.2545,Rehoboth,MA,Bristol,11608,12521
02770,41.7591,-70.8523,Rochester,MA,Plymouth,5093,5560
02771,41.8378,-71.3224,Seekonk,MA,Bristol,13708,15512
02777,41.7473,-71.2122,Swansea,MA,Bristol,15840,17133
02779,41.8353,-71.0765,Berkley,MA,Bristol,6411,6764
02780,41.905,-71.1026,Taunton,MA,Bristol,49036,52299
02790,41.6211,-71.089,Westport,MA,Bristol,15717,16458
02791,41.5223,-71.0745,Westport Point,MA,Bristol,246,312
02802,41.9512,-71.4545,Albion,RI,Providence,786,814
02804,41.4231,-71.7837,Ashaway,RI,Washington,2607,2782
02806,41.7443,-71.3175,Barrington,RI,Bristol,16310,17153
02807,41.1715,-71.5748,Block Island,RI,Washington,1051,1410
02808,41.4114,-71.7465,Bradford,RI,Washington,2401,2332
02809,41.6825,-71.2676,Bristol,RI,Bristol,22938,22493
02812,41.4691,-71.6751,Carolina,RI,Washington,1497,1220
02813,41.4007,-71.6615,Charlestown,RI,Washington,7831,8021
02814,41.9155,-71.6795,Chepachet,RI,Providence,7496,7549
02815,41.7778,-71.6706,Clayville,RI,Providence,278,247
02816,41.6914,-71.5768,Coventry,RI,Kent,32611,33206
02817,41.64,-71.6435,West Greenwich,RI,Kent,6135,6528
02818,41.6498,-71.474,East Greenwich,RI,Kent,18082,19907
02822,41.574,-71.6076,Exeter,RI,Washington,6111,5960
02825,41.7815,-71.7187,Foster,RI,Providence,5377,5265
02826,41.9762,-71.6326,Glendale,RI,Providence,791,822
02827,41.7062,-71.7356,Greene,RI,Kent,2172,2224
02828,41.8734,-71.5569,Greenville,RI,Providence,7704,7469
02830,41.9764,-71.6534,Harrisville,RI,Providence,5976,6474
02831,41.7516,-71.5612,Hope,RI,Providence,3515,3860
02832,41.5096,-71.7339,Hope Valley,RI,Washington,4608,4887
02833,41.4751,-71.7726,Hopkinton,RI,Washington,784,469
02835,41.5164,-71.3761,Jamestown,RI,Newport,5405,5559
02836,41.4474,-71.6204,Kenyon,RI,Washington,136,158
02837,41.522,-71.1612,Little Compton,RI,Newport,3492,3616
02838,41.9689,-71.4741,Manville,RI,Providence,3400,3801
02839,41.9417,-71.6376,Mapleville,RI,Providence,1902,1870
02840,41.4876,-71.3271,Newport,RI,Newport,23335,23902
02841,41.499,-71.299,Newport,RI,Newport,1392,1220
02842,41.5198,-71.2731,Middletown,RI,Newport,16095,17115
02852,41.5894,-71.4625,North Kingstown,RI,Washington,22551,23579
02857,41.8439,-71.6242,North Scituate,RI,Providence,8412,8339
02858,41.9573,-71.6478,Oakland,RI,Providence,570,580
02859,41.9627,-71.7099,Pascoag,RI,Providence,6738,6701
02860,41.8729,-71.3907,Pawtucket,RI,Providence,45199,47894
02861,41.8814,-71.356,Pawtucket,RI,Providence,26178,27833
02863,41.8883,-71.3945,Central Falls,RI,Providence,19385,22596
02864,41.9484,-71.4154,Cumberland,RI,Providence,33396,36376
02865,41.9089,-71.4348,Lincoln,RI,Providence,16951,17902
02871,41.5944,-71.252,Portsmouth,RI,Newport,17171,17640
02872,41.7071,-71.2868,Prudence Island,RI,Bristol,218,231
02873,41.5199,-71.774,Rockville,RI,Washington,235,266
02874,41.5105,-71.4427,Saunderstown,RI,Washington,5860,6137
02875,41.456,-71.6355,Shannock,RI,Washington,307,350
02876,41.9984,-71.5763,Slatersville,RI,Providence,430,753
02878,41.6338,-71.1808,Tiverton,RI,Newport,15780,16359
02879,41.4437,-71.5342,Wakefield,RI,Washington,20371,20982
02881,41.4803,-71.5292,Kingston,RI,Washington,7841,8443
02882,41.4353,-71.4616,Narragansett,RI,Washington,14184,12919
02885,41.7256,-71.2702,Warren,RI,Bristol,10627,11147
02886,41.7026,-71.4476,Warwick,RI,Kent,29269,29373
02888,41.7494,-71.4084,Warwick,RI,Kent,19912,19578
02889,41.7141,-71.3901,Warwick,RI,Kent,28217,28277
02891,41.3691,-71.8126,Westerly,RI,Washington,21198,21803
02892,41.5058,-71.6211,West Kingston,RI,Washington,4988,5420
02893,41.7004,-71.5183,West Warwick,RI,Kent,29630,31030
02894,41.45,-71.7074,Wood River Junction,RI,Washington,722,814
02895,41.9846,-71.5194,Woonsocket,RI,Providence,41186,43269
02896,41.9724,-71.5508,North Smithfield,RI,Providence,11537,11154
02898,41.5041,-71.663,Wyoming,RI,Washington,1696,1887
02903,41.82,-71.4158,Providence,RI,Providence,10780,13264
02904,41.8541,-71.4378,Providence,RI,Providence,29359,31542
02905,41.7845,-71.3959,Providence,RI,Providence,25223,26334
02906,41.8351,-71.3971,Providence,RI,Providence,28387,25559
02907,41.7971,-71.4255,Providence,RI,Providence,27445,29827
02908,41.8383,-71.4377,Providence,RI,Providence,37467,38507
02909,41.8206,-71.4443,Providence,RI,Providence,43540,46119
02910,41.7766,-71.4383,Cranston,RI,Providence,21000,21907
02911,41.8547,-71.4735,North Providence,RI,Providence,15574,16384
02912,41.824,-71.4128,Providence,RI,Providence,1370,4739
02914,41.8138,-71.3688,East Providence,RI,Providence,21963,22140
02915,41.7723,-71.3542,Riverside,RI,Providence,16897,16603
02916,41.8425,-71.3559,Rumford,RI,Providence,8139,8350
02917,41.8964,-71.5207,Smithfield,RI,Providence,13762,14738
02919,41.8274,-71.52,Johnston,RI,Providence,28790,29473
02920,41.7716,-71.4659,Cranston,RI,Providence,37547,37791
02921,41.7614,-71.5061,Cranston,RI,Providence,12361,12406
03031,42.8569,-71.6075,Amherst,NH,Hillsborough,11247,11763
03032,42.9925,-71.3449,Auburn,NH,Rockingham,4953,5930
03033,42.7384,-71.6663,Brookline,NH,Hillsborough,4987,5639
03034,43.0585,-71.3049,Candia,NH,Rockingham,3970,4066
03036,42.9678,-71.245,Chester,NH,Rockingham,4782,5251
03037,43.1378,-71.2513,Deerfield,NH,Rockingham,4219,4802
03038,42.8874,-71.302,Derry,NH,Rockingham,33269,34482
03042,43.0411,-71.0764,Epping,NH,Rockingham,6341,7146
03043,42.992,-71.8113,Francestown,NH,Hillsborough,1573,1610
03044,42.984,-71.1218,Fremont,NH,Rockingham,4263,4739
03045,43.0201,-71.5697,Goffstown,NH,Hillsborough,13560,14107
03046,43.1025,-71.6169,Dunbarton,NH,Merrimack,2758,3005
03047,42.9493,-71.8728,Greenfield,NH,Hillsborough,1767,1727
03048,42.7482,-71.7619,Greenville,NH,Hillsborough,3426,3353
03049,42.7485,-71.5772,Hollis,NH,Hillsborough,7688,8342
03051,42.769,-71.4121,Hudson,NH,Hillsborough,24480,25394
03052,42.843,-71.455,Litchfield,NH,Hillsborough,8258,8478
03053,42.8656,-71.3772,Londonderry,NH,Rockingham,23957,25646
03054,42.8667,-71.5128,Merrimack,NH,Hillsborough,25477,26622
03055,42.8285,-71.6606,Milford,NH,Hillsborough,15086,16120
03057,42.8976,-71.6762,Mont Vernon,NH,Hillsborough,2500,2612
03060,42.7564,-71.4667,Nashua,NH,Hillsborough,29357,31251
03062,42.7235,-71.4893,Nashua,NH,Hillsborough,26694,28966
03063,42.7717,-71.5132,Nashua,NH,Hillsborough,16216,16036
03064,42.779,-71.4748,Nashua,NH,Hillsborough,14227,15069
03070,42.9722,-71.6864,New Boston,NH,Hillsborough,5254,6134
03071,42.7511,-71.8703,New Ipswich,NH,Hillsborough,5109,5198
03076,42.7288,-71.3046,Pelham,NH,Hillsborough,12897,14222
03077,43.0325,-71.1912,Raymond,NH,Rockingham,10155,10684
03079,42.7846,-71.2176,Salem,NH,Rockingham,28776,30095
03082,42.8954,-71.7744,Lyndeborough,NH,Hillsborough,1615,1621
03084,42.82,-71.8523,Temple,NH,Hillsborough,1366,1382
03086,42.8368,-71.7541,Wilton,NH,Hillsborough,3728,3982
03087,42.8051,-71.3067,Windham,NH,Rockingham,13592,15817
03101,42.9929,-71.4633,Manchester,NH,Hillsborough,3049,3885
03102,42.9944,-71.4884,Manchester,NH,Hillsborough,31096,33396
03103,42.9656,-71.4493,Manchester,NH,Hillsborough,36476,38039
03104,43.0073,-71.4482,Manchester,NH,Hillsborough,32798,34324
03106,43.0617,-71.4444,Hooksett,NH,Merrimack,13374,14799
03109,42.9713,-71.4135,Manchester,NH,Hillsborough,10314,10580
03110,42.9403,-71.5213,Bedford,NH,Hillsborough,21203,23322
03215,43.9501,-71.4995,Waterville Valley,NH,Grafton,247,510
03216,43.4287,-71.783,Andover,NH,Merrimack,2159,2327
03217,43.7034,-71.6121,Ashland,NH,Grafton,2076,1938
03218,43.3349,-71.2887,Barnstead,NH,Belknap,960,1116
03220,43.4512,-71.489,Belmont,NH,Belknap,7430,7368
03221,43.2517,-71.9617,Bradford,NH,Merrimack,2091,2307
03222,43.612,-71.7507,Bristol,NH,Grafton,5353,5743
03223,43.8418,-71.6652,Campton,NH,Grafton,3427,3410
03224,43.357,-71.557,Canterbury,NH,Merrimack,2318,2368
03225,43.3566,-71.2424,Center Barnstead,NH,Belknap,3660,3799
03226,43.7107,-71.4797,Center Harbor,NH,Belknap,1117,1145
03227,43.8162,-71.4506,Center Sandwich,NH,Carroll,925,1113
03229,43.1978,-71.6968,Contoocook,NH,Merrimack,5589,5919
03230,43.5115,-71.8691,Danbury,NH,Merrimack,1231,1256
03231,43.4595,-71.7476,East Andover,NH,Merrimack,202,85
03233,43.4209,-71.9373,Elkins,NH,Merrimack,115,115
03234,43.2174,-71.3546,Epsom,NH,Merrimack,4572,4817
03235,43.4426,-71.6491,Franklin,NH,Merrimack,8562,8856
03237,43.4175,-71.4121,Gilmanton,NH,Belknap,2254,2478
03238,43.9828,-71.8934,Glencliff,NH,Grafton,75,44
03240,43.5727,-71.9634,Grafton,NH,Grafton,1340,1385
03241,43.7186,-71.827,Hebron,NH,Grafton,876,953
03242,43.1791,-71.8159,Henniker,NH,Merrimack,4836,6185
03243,43.5274,-71.7292,Hill,NH,Merrimack,1085,1076
03244,43.1141,-71.8992,Hillsborough,NH,Hillsborough,8092,8001
03245,43.7378,-71.6044,Holderness,NH,Grafton,2027,2017
03246,43.5727,-71.4781,Laconia,NH,Belknap,15963,16905
03249,43.5475,-71.4072,Gilford,NH,Belknap,7113,7698
03251,44.0582,-71.6727,Lincoln,NH,Grafton,1662,1631
03253,43.6311,-71.4997,Meredith,NH,Belknap,6219,6558
03254,43.7281,-71.3922,Moultonborough,NH,Carroll,4049,4910
03255,43.3217,-72.0118,Newbury,NH,Merrimack,2090,2158
03256,43.6184,-71.6435,New Hampton,NH,Belknap,2169,2373
03257,43.4145,-71.9857,New London,NH,Merrimack,4455,4513
03258,43.244,-71.4105,Chichester,NH,Grafton,2517,2625
03259,43.8452,-71.385,North Sandwich,NH,Carroll,368,236
03260,43.3653,-71.9341,North Sutton,NH,Merrimack,809,798
03261,43.207,-71.2004,Northwood,NH,Rockingham,4246,4685
03262,44.0354,-71.6863,North Woodstock,NH,Grafton,1231,1362
03263,43.2874,-71.333,Pittsfield,NH,Merrimack,4114,4094
03264,43.757,-71.6881,Plymouth,NH,Grafton,7468,7054
03266,43.8044,-71.848,Rumney,NH,Grafton,2163,2098
03268,43.4067,-71.7045,Salisbury,NH,Merrimack,1272,1236
03269,43.5496,-71.6003,Sanbornton,NH,Belknap,2966,3026
03273,43.3042,-71.9289,South Sutton,NH,Merrimack,312,259
03275,43.1604,-71.4179,Suncook,NH,Merrimack,11437,11946
03276,43.4603,-71.5774,Tilton,NH,Belknap,8324,8766
03278,43.3035,-71.8353,Warner,NH,Merrimack,2952,3126
03279,43.9447,-71.8901,Warren,NH,Grafton,829,781
03280,43.1747,-72.0824,Washington,NH,Sullivan,1123,1195
03281,43.0714,-71.7038,Weare,NH,Hillsborough,8785,9092
03282,43.8685,-71.9097,Wentworth,NH,Grafton,902,845
03284,43.4938,-72.047,Springfield,NH,Sullivan,999,902
03285,43.905,-71.647,Thornton,NH,Grafton,2479,2708
03287,43.4485,-71.9158,Wilmot,NH,Merrimack,1295,1407
03290,43.1196,-71.111,Nottingham,NH,Rockingham,4731,5129
03291,43.1823,-71.1396,West Nottingham,NH,Rockingham,39,73
03293,43.9776,-71.6851,Woodstock,NH,Grafton,143,72
03301,43.2185,-71.5277,Concord,NH,Merrimack,33008,33352
03303,43.2817,-71.6595,Concord,NH,Merrimack,15524,16516
03304,43.1388,-71.5448,Bow,NH,Merrimack,7519,8229
03307,43.3193,-71.467,Loudon,NH,Merrimack,5334,5600
03431,42.9627,-72.2955,Keene,NH,Cheshire,25280,24978
03440,43.0595,-71.9387,Antrim,NH,Hillsborough,2692,2726
03441,42.7851,-72.4349,Ashuelot,NH,Cheshire,395,354
03442,43.0103,-71.9153,Bennington,NH,Hillsborough,1491,1501
03443,42.8839,-72.4548,Chesterfield,NH,Cheshire,742,616
03444,42.8972,-72.0505,Dublin,NH,Cheshire,1590,1508
03445,42.9982,-72.2019,Sullivan,NH,Cheshire,691,666
03446,42.8411,-72.3301,Swanzey,NH,Cheshire,6285,6351
03447,42.7611,-72.145,Fitzwilliam,NH,Cheshire,2422,2351
03448,43.0399,-72.2719,Gilsum,NH,Cheshire,811,752
03449,42.9768,-71.9819,Hancock,NH,Hillsborough,1654,1763
03450,42.9399,-72.0972,Harrisville,NH,Cheshire,961,975
03451,42.8027,-72.5015,Hinsdale,NH,Cheshire,4077,3948
03452,42.8178,-72.0275,Jaffrey,NH,Cheshire,5457,5320
03455,42.8988,-72.2013,Marlborough,NH,Cheshire,2086,2132
03456,43.1326,-72.2109,Marlow,NH,Cheshire,742,749
03457,42.9906,-72.1309,Nelson,NH,Cheshire,852,803
03458,42.8856,-71.947,Peterborough,NH,Hillsborough,6643,6794
03461,42.7544,-72.019,Rindge,NH,Cheshire,6014,6476
03462,42.912,-72.4103,Spofford,NH,Cheshire,1562,1710
03464,43.0739,-72.1088,Stoddard,NH,Cheshire,1109,1194
03465,42.827,-72.1848,Troy,NH,Cheshire,2156,2130
03466,42.8956,-72.5097,West Chesterfield,NH,Cheshire,1332,1226
03467,42.969,-72.4358,Westmoreland,NH,Cheshire,1842,1706
03470,42.7788,-72.344,Winchester,NH,Cheshire,5033,4993
03561,44.3112,-71.7768,Littleton,NH,Grafton,5939,6005
03570,44.4811,-71.1892,Berlin,NH,Coos,10051,9429
03574,44.2808,-71.6829,Bethlehem,NH,Grafton,2526,2514
03575,44.2581,-71.4412,Bretton Woods,NH,Coos,124,107
03576,44.9078,-71.4793,Colebrook,NH,Coos,3238,2939
03579,44.8003,-71.1436,Errol,NH,Coos,461,458
03580,44.2053,-71.7518,Franconia,NH,Grafton,1369,1344
03581,44.4048,-71.1548,Gorham,NH,Coos,3230,3053
03582,44.5984,-71.5064,Groveton,NH,Coos,2577,2337
03583,44.3999,-71.4518,Jefferson,NH,Coos,1107,1038
03584,44.4921,-71.5591,Lancaster,NH,Coos,3774,3490
03585,44.2148,-71.8966,Lisbon,NH,Grafton,2519,2626
03586,44.2203,-71.7964,Sugar Hill,NH,Grafton,547,654
03588,44.587,-71.181,Milan,NH,Coos,1641,1664
03590,44.7149,-71.5644,North Stratford,NH,Coos,1052,910
03592,45.0866,-71.3636,Pittsburg,NH,Coos,1145,1094
03593,44.3753,-71.2798,Randolph,NH,Coos,313,329
03595,44.2689,-71.5471,Twin Mountain,NH,Coos,639,713
03597,44.6956,-71.3874,West Stewartstown,NH,Coos,521,374
03598,44.3681,-71.6035,Whitefield,NH,Coos,3285,3393
03601,43.196,-72.3001,Acworth,NH,Sullivan,477,376
03602,43.1265,-72.3281,Alstead,NH,Cheshire,2654,2599
03603,43.2573,-72.4064,Charlestown,NH,Sullivan,5412,5127
03604,43.1281,-72.392,Drewsville,NH,Cheshire,69,15
03605,43.2136,-72.1968,Lempster,NH,Sullivan,1160,1104
03607,43.1956,-72.2686,South Acworth,NH,Sullivan,322,314
03608,43.0765,-72.4155,Walpole,NH,Cheshire,2811,2811
03609,43.1428,-72.4483,North Walpole,NH,Cheshire,854,807
03740,44.1808,-71.9828,Bath,NH,Grafton,911,1071
03741,43.6601,-72.0297,Canaan,NH,Grafton,4208,4071
03743,43.3679,-72.3422,Claremont,NH,Sullivan,14103,13540
03745,43.4963,-72.3394,Cornish,NH,Sullivan,1424,1616
03748,43.6256,-72.127,Enfield,NH,Grafton,4762,4626
03750,43.7113,-72.2125,Etna,NH,Grafton,870,938
03751,43.4317,-72.0673,Georges Mills,NH,Sullivan,583,399
03752,43.3026,-72.1241,Goshen,NH,Sullivan,810,784
03753,43.5103,-72.1334,Grantham,NH,Sullivan,2971,3476
03755,43.7045,-72.285,Hanover,NH,Grafton,10538,10926
03765,44.0394,-72.0573,Haverhill,NH,Grafton,503,487
03766,43.6447,-72.2428,Lebanon,NH,Grafton,8958,9838
03768,43.7913,-72.162,Lyme,NH,Grafton,1716,1736
03770,43.5299,-72.2756,Meriden,NH,Sullivan,524,583
03771,44.2734,-72.025,Monroe,NH,Grafton,754,864
03773,43.3532,-72.1838,Newport,NH,Sullivan,7841,7801
03774,44.0978,-72.0191,North Haverhill,NH,Grafton,1966,1808
03777,43.8941,-72.0978,Orford,NH,Grafton,1237,1237
03779,43.9906,-72.0813,Piermont,NH,Grafton,790,769
03780,44.0255,-72.0096,Pike,NH,Grafton,410,475
03781,43.5519,-72.2704,Plainfield,NH,Sullivan,1840,1876
03782,43.3868,-72.095,Sunapee,NH,Sullivan,2945,3030
03784,43.644,-72.3007,West Lebanon,NH,Grafton,4086,4444
03785,44.1523,-72.0373,Woodsville,NH,Grafton,2400,2245
03801,43.0729,-70.8052,Portsmouth,NH,Rockingham,21532,22767
03809,43.463,-71.2297,Alton,NH,Belknap,3716,3644
03810,43.4845,-71.2489,Alton Bay,NH,Belknap,1538,2246
03811,42.837,-71.1603,Atkinson,NH,Rockingham,6753,7081
03812,44.0802,-71.292,Bartlett,NH,Carroll,824,936
03813,43.9878,-71.0607,Center Conway,NH,Carroll,3250,3681
03814,43.7682,-71.1349,Center Ossipee,NH,Carroll,2329,2357
